source,title,company,location,url,score
remoteok,Data Engineer,Nomi Health,"Austin, Texas",https://remoteok.comhttps://remoteOK.com/remote-jobs/remote-data-engineer-nomi-health-1093750,0.22544930334462285
remotive,Middle Data Engineer,Sigma Software,Poland,https://remotive.com/remote-jobs/software-dev/middle-data-engineer-2038818,0.19534345910794174
remotive,Data Engineer,Revive Health,USA,https://remotive.com/remote-jobs/software-dev/data-engineer-2042778,0.1705831510173554
remotive,Sr. Data Engineer II,Trueml,"Argentina, Mexico, Dominican Republic",https://remotive.com/remote-jobs/software-dev/sr-data-engineer-ii-2010901,0.1671008818327704
remotive,Data Engineer,TransfrVR,USA,https://remotive.com/remote-jobs/software-dev/data-engineer-2037324,0.15495278471765045
